단지코드,등록차량수,총세대수,지역,주거율,지하철역수,버스정류장수,단지내주차면수,총임대가구수,면적_15,면적_20,면적_30,면적_40,면적_50,면적_60,면적_70,면적_80,면적_100,임대비율,가구당주차면수,임대건물구분,공급유형_공공임대(10년),공급유형_공공임대(50년),공급유형_공공임대(분납),공급유형_국민임대,공급유형_영구임대,공급유형_임대상가,공급유형_행복주택,자격유형_A,자격유형_C,자격유형_D,자격유형_E,자격유형_FMO,자격유형_G,자격유형_HI,자격유형_J,자격유형_K,자격유형_L,자격유형_N,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자),임대보증금,임대료
C2202,226.0,623.0,0,1.0,0.0,2.0,222.0,623.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.3563402889245586,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028887584877190037,0.03068153240003353,0.05128678011568447,0.052711878615139575,0.06037387878279823,0.06315701232291056,0.05982060524771565,0.054321401626288866,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.08842317042501467,0.07001425098499454,0.04773241679939643,0.032760499622768044,0.03351496353424428,0.013027076871489645,0.007628468438259703,0.0016765864699471876,0.00031855142928996564,1.6765864699471876e-05,10244000.0,152280.0
C1925,75.0,601.0,0,0.9850249584026622,0.0,4.0,117.0,600.0,0.0,0.49584026622296173,0.5008319467554077,0.0,0.0,0.0,0.0016638935108153079,0.0,0.0,0.9983361064891847,0.194675540765391,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028887584877190037,0.03068153240003353,0.05128678011568447,0.052711878615139575,0.06037387878279823,0.06315701232291056,0.05982060524771565,0.054321401626288866,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.08842317042501467,0.07001425098499454,0.04773241679939643,0.032760499622768044,0.03351496353424428,0.013027076871489645,0.007628468438259703,0.0016765864699471876,0.00031855142928996564,1.6765864699471876e-05,8687000.0,137655.0
C2576,73.0,405.0,2,0.9530864197530864,0.0,4.0,296.0,405.0,0.0,0.0,0.0,0.7728395061728395,0.2271604938271605,0.0,0.0,0.0,0.0,1.0,0.7308641975308642,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,23844000.0,198600.0
C1312,359.0,518.0,13,0.9768339768339769,0.0,3.0,527.0,517.0,0.0,0.0,0.2876447876447876,0.7104247104247104,0.0,0.0,0.0,0.0,0.0,0.9980694980694981,1.0173745173745175,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03136867793635778,0.031711430099123916,0.05907676277437311,0.0624220238829707,0.06797460891978227,0.07262232824689124,0.06509549075254664,0.06730281468076063,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.0702779034535708,0.057692044036797875,0.042295616885342543,0.028681500980271182,0.02451363468103484,0.010899518775963476,0.005429194258215769,0.0015492397757029847,0.00021936138417033408,0.00012339077859581293,18707000.0,126575.0
C1874,62.0,619.0,13,0.9967689822294022,0.0,2.0,97.0,619.0,0.004846526655896607,0.7415185783521809,0.24394184168012925,0.004846526655896607,0.004846526655896607,0.0,0.0,0.0,0.0,1.0,0.1567043618739903,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03136867793635778,0.031711430099123916,0.05907676277437311,0.0624220238829707,0.06797460891978227,0.07262232824689124,0.06509549075254664,0.06730281468076063,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.0702779034535708,0.057692044036797875,0.042295616885342543,0.028681500980271182,0.02451363468103484,0.010899518775963476,0.005429194258215769,0.0015492397757029847,0.00021936138417033408,0.00012339077859581293,7062500.0,85355.0
C2650,159.0,875.0,7,0.9851428571428571,0.0,4.0,616.0,875.0,0.0,0.0,0.6365714285714286,0.36342857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.704,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02200309902803212,0.022946893928722355,0.03268065924778138,0.035512043949852086,0.05379630933934357,0.05723341315678265,0.04704888012396112,0.04886603747006621,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.1092970840963516,0.08529370333849838,0.07874348499788703,0.0533878010987463,0.047908156078320885,0.02022820115509227,0.00804338639244964,0.0022397520777574305,0.00026764333004648545,2.817298211015636e-05,14215000.0,141630.0
C2416,63.0,560.0,2,1.0,0.0,5.0,154.0,560.0,0.0017857142857142857,0.6446428571428572,0.3464285714285714,0.0035714285714285713,0.0017857142857142857,0.0,0.0,0.0,0.0017857142857142857,1.0,0.275,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,8830500.0,115910.0
C2013,91.0,595.0,2,0.9949579831932773,0.0,3.0,509.0,594.0,0.0,0.0,0.5495798319327732,0.44873949579831934,0.0,0.0,0.0,0.0,0.0,0.9983193277310924,0.8554621848739495,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,13930000.0,37360.0
C1424,179.0,625.0,6,0.9968,0.0,7.0,517.0,624.0,0.0,0.0,0.4288,0.5696,0.0,0.0,0.0,0.0,0.0,0.9984,0.8272,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,20173000.0,225100.0
C2100,671.0,880.0,6,0.9954545454545455,0.0,5.0,736.0,880.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8363636363636363,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,25096000.0,100365.0
C2621,133.0,1396.0,6,0.9813753581661891,1.0,4.0,277.0,1396.0,0.0,0.7671919770773639,0.2191977077363897,0.0,0.012177650429799427,0.0007163323782234957,0.0,0.0,0.0007163323782234957,1.0,0.1984240687679083,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,10514000.0,130715.0
C2520,386.0,970.0,6,0.9979381443298969,0.0,2.0,420.0,960.0,0.0,0.0,0.9896907216494846,0.0,0.0,0.0,0.0,0.0,0.0,0.9896907216494846,0.4329896907216495,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,13155000.0,177500.0
C2319,266.0,606.0,6,0.9983498349834984,1.0,12.0,548.0,605.0,0.0,0.0,0.0,0.0,0.9983498349834984,0.0,0.0,0.0,0.0,0.9983498349834984,0.9042904290429042,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,17414000.0,236590.0
C1616,98.0,1507.0,6,0.9993364299933643,0.0,2.0,407.0,1507.0,0.0,0.39017916390179164,0.30723291307232914,0.298606502986065,0.0019907100199071004,0.0,0.0006635700066357001,0.0,0.0013271400132714001,1.0,0.27007299270072993,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,15418000.0,90995.0
C1704,131.0,639.0,6,0.94679186228482,0.0,7.0,162.0,639.0,0.0,0.0,0.9984350547730829,0.0,0.0,0.0,0.0,0.0,0.001564945226917058,1.0,0.2535211267605634,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,8625000.0,136630.0
C2258,78.0,965.0,6,0.9865284974093265,0.0,3.0,287.0,965.0,0.0031088082901554403,0.6176165803108808,0.19067357512953367,0.18652849740932642,0.0010362694300518134,0.0,0.0,0.0,0.0010362694300518134,1.0,0.29740932642487045,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,5850500.0,84750.0
C1032,316.0,946.0,6,0.9936575052854123,1.0,2.0,986.0,946.0,0.0,0.0,0.07188160676532769,0.07293868921775898,0.8551797040169133,0.0,0.0,0.0,0.0,1.0,1.0422832980972516,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,28714000.0,187260.0
C2038,108.0,785.0,6,0.9910828025477707,1.0,10.0,150.0,785.0,0.003821656050955414,0.759235668789809,0.1197452229299363,0.11464968152866242,0.0012738853503184713,0.0,0.0,0.0,0.0012738853503184713,1.0,0.1910828025477707,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,5850500.0,79980.0
C1859,116.0,2424.0,6,0.9995874587458746,1.0,4.0,487.0,2424.0,0.0,0.7776402640264026,0.20833333333333334,0.0,0.01278877887788779,0.0,0.00041254125412541255,0.0,0.0008250825082508251,1.0,0.2009075907590759,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02819701462865095,0.029091632014048806,0.040489720183562235,0.042792531601530785,0.06083398220705422,0.06424678186246087,0.06865360083497622,0.06684779907556203,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.08846771922267689,0.07026059873096868,0.05100975795629628,0.03714318848262951,0.032454730703600006,0.013750600553337421,0.006494259538443697,0.001739533804940276,0.0002982057951326187,6.626795447391528e-05,34967000.0,195660.0
C1722,649.0,809.0,0,0.9987639060568603,0.0,6.0,264.0,809.0,0.0,0.1841779975278121,0.3003708281829419,0.5142150803461063,0.0,0.0,0.0012360939431396785,0.0,0.0,1.0,0.3263288009888752,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028887584877190037,0.03068153240003353,0.05128678011568447,0.052711878615139575,0.06037387878279823,0.06315701232291056,0.05982060524771565,0.054321401626288866,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.08842317042501467,0.07001425098499454,0.04773241679939643,0.032760499622768044,0.03351496353424428,0.013027076871489645,0.007628468438259703,0.0016765864699471876,0.00031855142928996564,1.6765864699471876e-05,9984000.0,138130.0
C1850,254.0,388.0,2,1.0,0.0,4.0,226.0,385.0,0.0,0.0,0.22938144329896906,0.7628865979381443,0.0,0.0,0.0,0.0,0.0,0.9922680412371134,0.5824742268041238,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,14418000.0,244420.0
C2190,129.0,1013.0,2,0.9930898321816387,0.0,2.0,178.0,1013.0,0.0029615004935834156,0.8460019743336624,0.14906219151036526,0.0019743336623889436,0.0,0.0,0.0,0.0,0.0,1.0,0.175715695952616,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,4032000.0,79980.0
C1476,70.0,453.0,2,0.9867549668874173,0.0,5.0,107.0,453.0,0.0,0.6578366445916115,0.33995584988962474,0.0,0.0,0.0,0.002207505518763797,0.0,0.0,1.0,0.23620309050772628,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027400398406374503,0.026902390438247013,0.05325697211155379,0.055567729083665335,0.0649203187250996,0.07061752988047809,0.05641434262948208,0.05754980079681275,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.0872011952191235,0.06956175298804781,0.04835657370517928,0.033276892430278884,0.027360557768924303,0.011294820717131476,0.004910358565737053,0.0010856573705179283,0.00017928286852589642,9.9601593625498e-06,8454000.0,113335.0
