단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철역수,버스정류장수,단지내주차면수,등록차량수
C1898,566,아파트,전라북도,국민임대,36.55,28,9,A,12015000.0,102130.0,0.0,6,517,415
C1898,566,아파트,전라북도,국민임대,36.62,13,9,A,12015000.0,102130.0,0.0,6,517,415
C1898,566,아파트,전라북도,국민임대,46.9,194,9,A,21628000.0,132160.0,0.0,6,517,415
C1898,566,아파트,전라북도,국민임대,46.9,15,9,A,21628000.0,132160.0,0.0,6,517,415
C1898,566,아파트,전라북도,국민임대,51.93,86,9,A,25233000.0,144180.0,0.0,6,517,415
C1244,1722,아파트,경기도,국민임대,39.62,275,10,A,29551000.0,203030.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,39.62,126,10,A,29551000.0,203030.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,39.62,168,10,A,29551000.0,203030.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,39.72,219,10,A,29551000.0,203030.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.73,98,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.81,144,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.81,76,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.81,76,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.95,75,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,46.95,75,10,A,43990000.0,304540.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,51.78,232,10,A,49854000.0,338380.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,51.78,83,10,A,49854000.0,338380.0,0.0,10,1483,1804
C1244,1722,아파트,경기도,국민임대,51.95,75,10,A,49854000.0,338380.0,0.0,10,1483,1804
C1171,624,아파트,대전광역시,국민임대,33.38,190,13,A,17730000.0,118190.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,39.46,106,13,A,23641000.0,141840.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,39.46,43,13,A,23641000.0,141840.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,39.46,15,13,A,23641000.0,141840.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.66,38,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.66,15,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.87,46,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.87,23,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.88,78,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,46.88,30,13,A,35462000.0,189130.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,51.96,20,13,A,41372000.0,236410.0,0.0,5,634,700
C1171,624,아파트,대전광역시,국민임대,51.96,20,13,A,41372000.0,236410.0,0.0,5,634,700
C2073,361,아파트,강원도,국민임대,39.63,94,13,A,10813000.0,144180.0,0.0,5,288,301
C2073,361,아파트,강원도,국민임대,39.63,74,13,A,10813000.0,144180.0,0.0,5,288,301
C2073,361,아파트,강원도,국민임대,46.9,97,13,A,16821000.0,205460.0,0.0,5,288,301
C2073,361,아파트,강원도,국민임대,46.9,46,13,A,16821000.0,205460.0,0.0,5,288,301
C2073,361,아파트,강원도,국민임대,46.96,10,13,A,16821000.0,205460.0,0.0,5,288,301
C2073,361,아파트,강원도,국민임대,59.89,40,13,A,25233000.0,283560.0,0.0,5,288,301
C2513,754,아파트,광주광역시,국민임대,51.88,517,15,A,32443000.0,192250.0,0.0,6,530,820
C2513,754,아파트,광주광역시,국민임대,51.88,179,15,A,32443000.0,192250.0,0.0,6,530,820
C2513,754,아파트,광주광역시,국민임대,51.93,58,15,A,32443000.0,192250.0,0.0,6,530,820
C1936,240,아파트,광주광역시,국민임대,51.88,120,8,A,32443000.0,192250.0,0.0,10,168,234
C1936,240,아파트,광주광역시,국민임대,51.88,60,8,A,32443000.0,192250.0,0.0,10,168,234
C1936,240,아파트,광주광역시,국민임대,51.88,20,8,A,32443000.0,192250.0,0.0,10,168,234
C1936,240,아파트,광주광역시,국민임대,51.93,40,8,A,32443000.0,192250.0,0.0,10,168,234
C2049,688,아파트,강원도,국민임대,51.49,178,0,A,15271000.0,78230.0,0.0,5,631,841
C2049,688,아파트,강원도,국민임대,51.95,360,0,A,15407000.0,88400.0,0.0,5,631,841
C2049,688,아파트,강원도,국민임대,59.64,150,0,A,17687000.0,100260.0,0.0,5,631,841
C2202,623,아파트,강원도,공공임대(50년),37.67,89,0,A,9714000.0,145940.0,0.0,2,222,226
C2202,623,아파트,강원도,공공임대(50년),42.9,354,0,A,10244000.0,152280.0,0.0,2,222,226
C2202,623,아파트,강원도,공공임대(50년),49.44,180,0,A,11807000.0,171230.0,0.0,2,222,226
C1925,601,아파트,강원도,영구임대,26.37,298,9,C,8052000.0,130850.0,0.0,4,117,75
C1925,601,아파트,강원도,영구임대,31.32,298,9,C,9174000.0,144460.0,0.0,4,117,75
C1925,601,상가,강원도,임대상가,32.1,1,9,D,0.0,0.0,0.0,4,117,75
C1925,601,상가,강원도,임대상가,32.1,1,9,D,0.0,0.0,0.0,4,117,75
C1925,601,상가,강원도,임대상가,32.1,1,9,D,0.0,0.0,0.0,4,117,75
C1925,601,상가,강원도,임대상가,72.16,1,9,D,0.0,0.0,0.0,4,117,75
C2576,405,아파트,경상남도,국민임대,46.9,313,19,A,19436000.0,161780.0,0.0,4,296,73
C2576,405,아파트,경상남도,국민임대,59.88,92,19,A,28252000.0,235420.0,0.0,4,296,73
C1312,518,아파트,충청남도,국민임대,39.72,60,12,A,17460000.0,122210.0,0.0,3,527,359
C1312,518,아파트,충청남도,국민임대,39.98,89,12,A,17460000.0,122210.0,0.0,3,527,359
C1312,518,아파트,충청남도,국민임대,41.55,225,12,A,19954000.0,130940.0,0.0,3,527,359
C1312,518,아파트,충청남도,국민임대,46.9,143,12,A,28687000.0,149660.0,0.0,3,527,359
C1874,619,아파트,충청남도,영구임대,26.37,294,2,C,3141000.0,69900.0,0.0,2,97,62
C1874,619,아파트,충청남도,영구임대,26.37,149,2,C,3141000.0,69900.0,0.0,2,97,62
C1874,619,아파트,충청남도,영구임대,31.32,149,2,C,3731000.0,83020.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,12.62,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,17.4,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,17.4,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,22.89,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,23.13,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,23.13,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,23.25,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,27.75,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,28.19,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,34.8,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,34.8,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,42.35,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,42.4,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,49.37,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,55.17,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,55.17,1,2,D,0.0,0.0,0.0,2,97,62
C1874,619,상가,충청남도,임대상가,55.5,1,2,D,0.0,0.0,0.0,2,97,62
C2650,875,아파트,부산광역시,국민임대,36.44,557,13,A,11492000.0,104930.0,0.0,4,616,159
C2650,875,아파트,부산광역시,국민임대,45.09,20,13,A,14215000.0,141630.0,0.0,4,616,159
C2650,875,아파트,부산광역시,국민임대,45.32,298,13,A,14292000.0,141630.0,0.0,4,616,159
C2416,560,아파트,경상남도,영구임대,26.34,360,0,C,3138000.0,69820.0,0.0,5,154,63
C2416,560,아파트,경상남도,영구임대,30.48,192,0,C,3631000.0,80800.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,19.69,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,27.12,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,32.54,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,36.43,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,46.89,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,49.99,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,51.14,1,0,D,0.0,0.0,0.0,5,154,63
C2416,560,상가,경상남도,임대상가,317.17,1,0,D,0.0,0.0,0.0,5,154,63
C2013,595,아파트,경상남도,국민임대,36.02,90,3,A,13930000.0,37360.0,0.0,3,509,91
C2013,595,아파트,경상남도,국민임대,36.38,237,3,A,13930000.0,37360.0,0.0,3,509,91
C2013,595,아파트,경상남도,국민임대,45.88,267,3,A,17568000.0,45180.0,0.0,3,509,91
C1424,625,아파트,대전광역시,공공임대(50년),39.99,268,2,A,14247000.0,198980.0,0.0,7,517,179
C1424,625,아파트,대전광역시,공공임대(50년),49.95,119,2,A,20173000.0,225100.0,0.0,7,517,179
C1424,625,아파트,대전광역시,공공임대(50년),49.95,237,2,A,21203000.0,225100.0,0.0,7,517,179
C2100,880,아파트,대전광역시,국민임대,51.51,46,4,A,22307000.0,89210.0,0.0,5,736,671
C2100,880,아파트,대전광역시,국민임대,51.59,35,4,A,22307000.0,89210.0,0.0,5,736,671
C2100,880,아파트,대전광역시,국민임대,51.9,589,4,A,22307000.0,89210.0,0.0,5,736,671
C2100,880,아파트,대전광역시,국민임대,59.91,118,4,A,27885000.0,111520.0,0.0,5,736,671
C2100,880,아파트,대전광역시,국민임대,59.94,46,4,A,27885000.0,111520.0,0.0,5,736,671
C2100,880,아파트,대전광역시,국민임대,59.99,46,4,A,27885000.0,111520.0,0.0,5,736,671
C2621,1396,아파트,대전광역시,영구임대,26.37,890,26,C,5787000.0,79980.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,26.37,141,26,C,5787000.0,79980.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,26.37,20,26,C,5787000.0,79980.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,26.37,20,26,C,5787000.0,79980.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,31.32,298,26,C,6873000.0,94990.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,52.74,9,26,C,11574000.0,159960.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,52.74,4,26,C,11574000.0,159960.0,1.0,4,277,133
C2621,1396,아파트,대전광역시,영구임대,52.74,4,26,C,11574000.0,159960.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,31.84,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,63.68,1,26,D,0.0,0.0,1.0,4,277,133
C2621,1396,상가,대전광역시,임대상가,137.49,1,26,D,0.0,0.0,1.0,4,277,133
C2520,970,아파트,대전광역시,공공임대(50년),39.69,960,2,A,13155000.0,177500.0,0.0,2,420,386
C2319,606,아파트,대전광역시,국민임대,51.86,98,1,A,17389000.0,236220.0,1.0,12,548,266
C2319,606,아파트,대전광역시,국민임대,51.91,83,1,A,17405000.0,236470.0,1.0,12,548,266
C2319,606,아파트,대전광역시,국민임대,51.96,157,1,A,17423000.0,236710.0,1.0,12,548,266
C2319,606,아파트,대전광역시,국민임대,59.57,267,1,A,19975000.0,273790.0,1.0,12,548,266
C1616,1507,아파트,대전광역시,영구임대,26.37,588,1,C,5787000.0,79980.0,0.0,2,407,98
C1616,1507,아파트,대전광역시,영구임대,31.32,450,1,C,6873000.0,94990.0,0.0,2,407,98
C1616,1507,아파트,대전광역시,영구임대,40.32,450,1,E,54040000.0,28140.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,38.0,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,38.0,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.26,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.41,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.41,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.41,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.49,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.95,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,37.95,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,38.04,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,39.33,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,39.33,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,39.33,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,54.51,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,54.61,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,54.91,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,75.98,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,109.11,1,1,D,0.0,0.0,0.0,2,407,98
C1616,1507,상가,대전광역시,임대상가,583.4,1,1,D,0.0,0.0,0.0,2,407,98
C1704,639,아파트,대전광역시,영구임대,39.3,204,34,C,8625000.0,119190.0,0.0,7,162,131
C1704,639,아파트,대전광역시,영구임대,39.69,420,34,C,8710000.0,120370.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,31.84,1,34,D,0.0,0.0,0.0,7,162,131
C1704,639,상가,대전광역시,임대상가,126.65,1,34,D,0.0,0.0,0.0,7,162,131
C2258,965,아파트,대전광역시,영구임대,26.37,588,13,C,5787000.0,79980.0,0.0,3,287,78
C2258,965,아파트,대전광역시,영구임대,31.32,180,13,C,6873000.0,94990.0,0.0,3,287,78
C2258,965,아파트,대전광역시,영구임대,40.32,180,13,C,8848000.0,122290.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,19.0,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,14.1,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,19.31,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,21.19,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,21.19,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,22.95,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,23.4,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,23.4,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,23.4,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,23.4,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,27.23,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,31.85,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,32.29,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,35.13,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,36.47,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,50.08,1,13,D,0.0,0.0,0.0,3,287,78
C2258,965,상가,대전광역시,임대상가,240.22,1,13,D,0.0,0.0,0.0,3,287,78
C1032,946,아파트,대전광역시,국민임대,39.65,68,6,A,16852000.0,118580.0,1.0,2,986,316
C1032,946,아파트,대전광역시,국민임대,46.47,69,6,A,22471000.0,149810.0,1.0,2,986,316
C1032,946,아파트,대전광역시,국민임대,51.84,63,6,A,28714000.0,187260.0,1.0,2,986,316
C1032,946,아파트,대전광역시,국민임대,51.92,251,6,A,28714000.0,187260.0,1.0,2,986,316
C1032,946,아파트,대전광역시,국민임대,59.99,171,6,A,34956000.0,230950.0,1.0,2,986,316
C1032,946,아파트,대전광역시,국민임대,59.99,324,6,A,34956000.0,230950.0,1.0,2,986,316
C2038,785,아파트,대전광역시,영구임대,26.37,588,7,C,5787000.0,79980.0,1.0,10,150,108
C2038,785,아파트,대전광역시,영구임대,31.32,90,7,C,6873000.0,94990.0,1.0,10,150,108
C2038,785,아파트,대전광역시,영구임대,40.32,90,7,C,8848000.0,122290.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,19.0,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,14.1,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,19.31,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,21.19,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,21.19,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,22.95,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,23.4,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,23.4,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,23.4,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,23.4,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,27.23,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,31.85,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,32.29,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,35.13,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,36.47,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,50.08,1,7,D,0.0,0.0,1.0,10,150,108
C2038,785,상가,대전광역시,임대상가,240.22,1,7,D,0.0,0.0,1.0,10,150,108
C1859,2424,아파트,대전광역시,영구임대,26.37,1865,1,C,5787000.0,79980.0,1.0,4,487,116
C1859,2424,아파트,대전광역시,영구임대,26.37,10,1,C,5787000.0,79980.0,1.0,4,487,116
C1859,2424,아파트,대전광역시,영구임대,26.37,10,1,C,5787000.0,79980.0,1.0,4,487,116
C1859,2424,아파트,대전광역시,영구임대,31.32,478,1,C,6873000.0,94990.0,1.0,4,487,116
C1859,2424,아파트,대전광역시,영구임대,52.74,26,1,C,11574000.0,159960.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,38.0,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,38.0,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,31.84,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,37.26,1,1,D,0.0,0.0,1.0,4,487,116
C1859,2424,상가,대전광역시,임대상가,37.41,1,1,D,0.0,0.0,1.0,4,487,116
