,단지코드,등록차량수,총세대수,지역,공가수,지하철,버스,단지내주차면수,총임대가구수,면적_15,면적_20,면적_30,면적_40,면적_50,면적_60,면적_70,면적_80,면적_100,임대보증금,임대료,공급유형_공공임대(50년),공급유형_공공임대(5년/10년/분납/분양),공급유형_국민임대/장기전세,공급유형_영구임대,공급유형_임대상가,공급유형_행복주택,자격유형_A,자격유형_D,자격유형_국민임대/장기전세_공급대상,자격유형_영구임대_공급대상,자격유형_행복주택_공급대상,20대(여자),20대(남자),40대(여자),40대(남자),50대(여자),50대(남자),u10,p30,o60
25,C1704,131.0,639.0,대전광역시,34.0,0.0,7.0,162.0,639.0,0.0,0.0,0.9984350547730829,0.0,0.0,0.0,0.0,0.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06083398220705422,0.06424678186246087,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.14057089842779277,0.13550139991053825,0.3016848627424993
26,C2258,78.0,965.0,대전광역시,13.0,0.0,3.0,287.0,965.0,0.0031088082901554403,0.6176165803108808,0.19067357512953367,0.18652849740932642,0.0010362694300518134,0.0,0.0,0.0,0.0010362694300518134,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06083398220705422,0.06424678186246087,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.14057089842779277,0.13550139991053825,0.3016848627424993
27,C1032,316.0,946.0,대전광역시,6.0,1.0,2.0,986.0,946.0,0.0,0.0,0.07188160676532769,0.07293868921775898,0.8551797040169133,0.0,0.0,0.0,0.0,28714000.0,187260.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06083398220705422,0.06424678186246087,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.14057089842779277,0.13550139991053825,0.3016848627424993
28,C2038,108.0,785.0,대전광역시,7.0,1.0,10.0,150.0,785.0,0.003821656050955414,0.759235668789809,0.1197452229299363,0.11464968152866242,0.0012738853503184713,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06083398220705422,0.06424678186246087,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.14057089842779277,0.13550139991053825,0.3016848627424993
29,C1859,116.0,2424.0,대전광역시,1.0,1.0,4.0,487.0,2424.0,0.0,0.7776402640264026,0.20833333333333334,0.0,0.01278877887788779,0.0,0.00041254125412541255,0.0,0.0008250825082508251,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06083398220705422,0.06424678186246087,0.07466741770348402,0.06792465333576315,0.08575073308924637,0.06881927072116101,0.14057089842779277,0.13550139991053825,0.3016848627424993
30,C1722,649.0,809.0,강원도,1.0,0.0,6.0,264.0,809.0,0.0,0.1841779975278121,0.3003708281829419,0.5142150803461063,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
31,C1850,254.0,388.0,경상남도,0.0,0.0,4.0,226.0,385.0,0.0,0.0,0.22938144329896906,0.7628865979381443,0.0,0.0,0.0,0.0,0.0,14418000.0,244420.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
32,C2190,129.0,1013.0,경상남도,7.0,0.0,2.0,178.0,1013.0,0.0029615004935834156,0.8460019743336624,0.14906219151036526,0.0019743336623889436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
33,C1476,70.0,453.0,경상남도,6.0,0.0,5.0,107.0,453.0,0.0,0.6578366445916115,0.33995584988962474,0.0,0.0,0.0,0.002207505518763797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
34,C1077,236.0,861.0,경상남도,21.0,0.0,5.0,612.0,861.0,0.0,0.0,0.29965156794425085,0.32171893147502906,0.3786295005807201,0.0,0.0,0.0,0.0,19973000.0,147300.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
35,C1068,510.0,806.0,충청남도,11.0,0.0,2.0,804.0,805.0,0.0,0.0,0.4094292803970223,0.47642679900744417,0.11290322580645161,0.0,0.0,0.0,0.0,16853500.0,137320.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
36,C1983,253.0,903.0,충청남도,3.0,0.0,4.0,200.0,903.0,0.0,0.5293466223698782,0.4684385382059801,0.0,0.0,0.0011074197120708748,0.0,0.0,0.0011074197120708748,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
37,C2135,127.0,1116.0,부산광역시,10.0,1.0,3.0,262.0,1116.0,0.002688172043010753,0.5922939068100358,0.4032258064516129,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0008960573476702509,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
38,C2034,132.0,1486.0,부산광역시,2.0,1.0,3.0,405.0,1486.0,0.002018842530282638,0.48721399730820997,0.5087483176312247,0.0,0.0006729475100942127,0.0,0.0006729475100942127,0.0,0.0006729475100942127,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
39,C1109,313.0,1957.0,부산광역시,1.0,1.0,2.0,351.0,1957.0,0.0,0.7675012774655084,0.23147675012774654,0.0,0.000510986203372509,0.0,0.0,0.0,0.000510986203372509,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
40,C1497,382.0,802.0,부산광역시,7.0,1.0,14.0,375.0,802.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13253500.0,168575.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
41,C2289,364.0,1527.0,부산광역시,2.0,0.0,3.0,240.0,1527.0,0.0,0.6352324819908317,0.3601833660772757,0.0,0.0032743942370661427,0.0,0.0006548788474132286,0.0,0.0006548788474132286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
42,C2597,94.0,1005.0,부산광역시,25.0,0.0,2.0,166.0,1005.0,0.0029850746268656717,0.7532338308457711,0.23781094527363184,0.001990049751243781,0.0029850746268656717,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
43,C2310,189.0,1988.0,부산광역시,1.0,0.0,2.0,217.0,1988.0,0.0,0.8400402414486922,0.15643863179074446,0.0,0.0025150905432595573,0.0,0.0005030181086519115,0.0,0.0005030181086519115,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
44,C1672,873.0,1350.0,부산광역시,15.0,0.0,1.0,1043.0,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18717500.0,229825.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
45,C2132,359.0,2428.0,부산광역시,1.0,0.0,1.0,756.0,2428.0,0.002059308072487644,0.642504118616145,0.3517298187808896,0.00041186161449752884,0.002059308072487644,0.0,0.00041186161449752884,0.0,0.0008237232289950577,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
46,C1439,172.0,1755.0,부산광역시,29.0,1.0,3.0,270.0,1755.0,0.005698005698005698,0.8484330484330485,0.07464387464387465,0.06951566951566951,0.0,0.0005698005698005698,0.0,0.0,0.0011396011396011395,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
47,C1613,498.0,840.0,부산광역시,7.0,1.0,1.0,594.0,840.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20345000.0,257630.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
48,C2216,149.0,390.0,충청남도,2.0,0.0,1.0,97.0,390.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9447000.0,132910.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
49,C1899,31.0,451.0,경상남도,0.0,0.0,4.0,109.0,451.0,0.0,0.6607538802660754,0.3392461197339246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
50,C1056,125.0,410.0,제주특별자치도,0.0,0.0,10.0,120.0,410.0,0.0,0.4878048780487805,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06913479239108201,0.06966659848639804,0.08054816935978727,0.07253016976886889,0.08840253630599304,0.06893025158519124,0.19455921456330538,0.09883411740642259,0.2573941501329516
51,C2644,177.0,779.0,충청남도,7.0,0.0,12.0,190.0,778.0,0.0,0.4980744544287548,0.496790757381258,0.0038510911424903724,0.0,0.0,0.0,0.0,0.0,8684000.0,127670.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
52,C1206,90.0,755.0,강원도,1.0,0.0,4.0,88.0,488.0,0.0,0.3165562913907285,0.3271523178807947,0.0,0.0,0.0013245033112582781,0.0,0.0,0.0013245033112582781,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
53,C2481,302.0,693.0,울산광역시,2.0,0.0,2.0,486.0,693.0,0.0,0.0,0.6277056277056277,0.3722943722943723,0.0,0.0,0.0,0.0,0.0,13221000.0,101390.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06423973919585388,0.07468862325503636,0.07845022151634205,0.062317144528964315,0.08484493856056173,0.06770876870350248,0.1608292234389367,0.10524116024408593,0.3016801805567166
54,C1718,496.0,753.0,울산광역시,23.0,0.0,2.0,682.0,753.0,0.0,0.0,0.0,0.751660026560425,0.24833997343957503,0.0,0.0,0.0,0.0,27465500.0,218475.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06423973919585388,0.07468862325503636,0.07845022151634205,0.062317144528964315,0.08484493856056173,0.06770876870350248,0.1608292234389367,0.10524116024408593,0.3016801805567166
55,C1655,236.0,498.0,강원도,23.0,0.0,6.0,402.0,498.0,0.0,0.0,0.17670682730923695,0.5381526104417671,0.285140562248996,0.0,0.0,0.0,0.0,19973000.0,132320.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
56,C1430,839.0,1533.0,부산광역시,32.0,0.0,3.0,1296.0,1533.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31835000.0,185990.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
57,C1775,96.0,711.0,제주특별자치도,5.0,0.0,8.0,131.0,711.0,0.0,0.5063291139240507,0.49226441631504925,0.0,0.0,0.0,0.0,0.0,0.0014064697609001407,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06913479239108201,0.06966659848639804,0.08054816935978727,0.07253016976886889,0.08840253630599304,0.06893025158519124,0.19455921456330538,0.09883411740642259,0.2573941501329516
58,C1519,235.0,420.0,제주특별자치도,0.0,0.0,0.0,393.0,420.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,15472000.0,94375.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06913479239108201,0.06966659848639804,0.08054816935978727,0.07253016976886889,0.08840253630599304,0.06893025158519124,0.19455921456330538,0.09883411740642259,0.2573941501329516
