"단지코드","총세대수","임대건물구분","지역","공급유형","전용면적","전용면적별세대수","공가수","자격유형","임대보증금","임대료","지하철역수","버스정류장수","단지내주차면수","등록차량수"
"C2038",785,"상가","대전광역시","임대상가",21.19,1,7,"D",3631000,69900,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",22.95,1,7,"D",3731000,79980,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",23.4,1,7,"D",3731000,79980,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",23.4,1,7,"D",6873000,79980,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",23.4,1,7,"D",3731000,79980,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",23.4,1,7,"D",7204000,79980,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",27.23,1,7,"D",8200000,149000,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",31.85,1,7,"D",5914000,153020,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",32.29,1,7,"D",7204000,149000,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",35.13,1,7,"D",9401000,149000,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",36.47,1,7,"D",3138000,67400,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",50.08,1,7,"D",27097000,277470,1,10,150,108
"C2038",785,"상가","대전광역시","임대상가",240.22,1,7,"D",90237000,627080,1,10,150,108
"C1859",2424,"상가","대전광역시","임대상가",38,1,1,"D",34967000,239430,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",38,1,1,"D",8.4e+07,334660,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",17021000,85000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,110500,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,118320,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,131770,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,131770,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",17021000,87000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,99000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",17021000,85000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,99000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",17021000,163000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",17021000,87000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",43357000,232000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",18217000,110500,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",31.84,1,1,"D",53580000,232000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.26,1,1,"D",8.4e+07,334660,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.41,1,1,"D",8.4e+07,280000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.41,1,1,"D",13633000,180000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.41,1,1,"D",53580000,228210,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.49,1,1,"D",65856600,334660,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.95,1,1,"D",81223800,280000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",37.95,1,1,"D",64147000,228210,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",38.04,1,1,"D",34967000,211320,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",39.33,1,1,"D",3141000,84510,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",39.33,1,1,"D",43357000,220780,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",39.33,1,1,"D",36205000,269610,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",54.51,1,1,"D",53580000,220780,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",54.51,1,1,"D",43357000,28140,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",54.51,1,1,"D",36205000,269610,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",54.6,1,1,"D",72294000,280000,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",54.61,1,1,"D",53580000,220780,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",75.98,1,1,"D",115052000,1042230,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",126.65,1,1,"D",117309000,1042230,1,4,487,116
"C1859",2424,"상가","대전광역시","임대상가",583.4,1,1,"D",142744000,361800,1,4,487,116
"C1722",809,"상가","강원도","임대상가",32.1,1,1,"D",22241000,121000,0,6,264,649
"C1722",809,"상가","강원도","임대상가",32.1,1,1,"D",9261000,63280,0,6,264,649
"C1722",809,"상가","강원도","임대상가",32.1,1,1,"D",9984000,63280,0,6,264,649
"C1722",809,"상가","강원도","임대상가",32.1,1,1,"D",7131000,144820,0,6,264,649
"C1722",809,"상가","강원도","임대상가",32.1,1,1,"D",8133000,128000,0,6,264,649
"C1722",809,"상가","강원도","임대상가",72.16,1,1,"D",16789000,145780,0,6,264,649
"C2190",1013,"상가","경상남도","임대상가",16,1,7,"D",3631000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",14.17,1,7,"D",4028000,79980,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",18.9,1,7,"D",5787000,79980,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",20.52,1,7,"D",5787000,79980,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",22.97,1,7,"D",3141000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",22.97,1,7,"D",4028000,69820,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",23.4,1,7,"D",3141000,79980,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",23.4,1,7,"D",4789000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",23.4,1,7,"D",6873000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",23.4,1,7,"D",4032000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",25.88,1,7,"D",4789000,69900,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",27.3,1,7,"D",7744000,122000,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",29.62,1,7,"D",13979000,122000,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",30.62,1,7,"D",8684000,89520,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",35.91,1,7,"D",5787000,149010,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",44.63,1,7,"D",3731000,116090,0,2,178,129
"C2190",1013,"상가","경상남도","임대상가",46.8,1,7,"D",18726000,112790,0,2,178,129
"C1476",453,"상가","경상남도","임대상가",32.1,1,6,"D",5787000,65950,0,5,107,70
"C1476",453,"상가","경상남도","임대상가",32.1,1,6,"D",9174000,97980,0,5,107,70
"C1476",453,"상가","경상남도","임대상가",32.1,1,6,"D",3141000,117000,0,5,107,70
"C1476",453,"상가","경상남도","임대상가",32.1,1,6,"D",8775000,97980,0,5,107,70
"C1476",453,"상가","경상남도","임대상가",32.1,1,6,"D",7527000,109670,0,5,107,70
"C1476",453,"상가","경상남도","임대상가",72.16,1,6,"D",58053000,346850,0,5,107,70
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",9592000,106000,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",9714000,149010,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",9908000,106000,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",8813000,120430,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",9611000,145290,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",8738000,136630,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",10692000,149010,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",31.84,1,3,"D",8200000,136630,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",63.68,1,3,"D",20086000,111520,0,4,200,253
"C1983",903,"상가","충청남도","임대상가",126.65,1,3,"D",78957000,597820,0,4,200,253
"C2135",1116,"상가","부산광역시","임대상가",14.1,1,10,"D",3141000,67260,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",18.98,1,10,"D",6989000,98750,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",19.36,1,10,"D",3138000,69900,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",21.46,1,10,"D",4028000,69820,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",21.46,1,10,"D",3138000,69900,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",22.83,1,10,"D",4661000,68420,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",23.4,1,10,"D",4789000,69250,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",23.4,1,10,"D",3141000,68000,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",23.4,1,10,"D",3056000,79980,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",23.4,1,10,"D",5787000,69900,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",27.55,1,10,"D",4682000,149000,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",29.17,1,10,"D",8848000,136630,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",31.92,1,10,"D",7645000,122000,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",32.6,1,10,"D",5787000,122000,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",36.57,1,10,"D",9984000,75690,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",50.08,1,10,"D",23496000,194720,1,3,262,127
"C2135",1116,"상가","부산광역시","임대상가",240.22,1,10,"D",5.4e+07,620000,1,3,262,127
"C2034",1486,"상가","부산광역시","임대상가",14.1,1,2,"D",16400000,77360,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",18.98,1,2,"D",12920000,68400,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",19.36,1,2,"D",16768000,77360,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",21.46,1,2,"D",14920000,77600,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",21.46,1,2,"D",16768000,82150,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",22.83,1,2,"D",10319000,82150,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",23.4,1,2,"D",9316000,89220,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",23.4,1,2,"D",10718000,79000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",23.4,1,2,"D",8112000,79000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",23.4,1,2,"D",12139000,76590,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",27.55,1,2,"D",8707000,117270,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",29.17,1,2,"D",10692000,128000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",31.92,1,2,"D",12089000,162030,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",51309000,23950,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",12015000,198250,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",13930000,151380,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",38400000,120000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",8943000,144820,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",12015000,198250,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",9e+06,144820,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.1,1,2,"D",8943000,128000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",32.6,1,2,"D",9e+06,117270,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",36.57,1,2,"D",64147000,267000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",50.08,1,2,"D",21420000,209910,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",72.26,1,2,"D",4e+07,430000,1,3,405,132
"C2034",1486,"상가","부산광역시","임대상가",240.22,1,2,"D",117309000,945230,1,3,405,132
"C1109",1957,"상가","부산광역시","임대상가",30,1,1,"D",7869000,117270,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.85,1,1,"D",7172000,79980,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.94,1,1,"D",7126000,79980,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.98,1,1,"D",7172000,69900,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.98,1,1,"D",32758000,119000,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.98,1,1,"D",9328000,76590,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",21.98,1,1,"D",7973000,79800,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",22.24,1,1,"D",8184000,89220,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",23.35,1,1,"D",7010000,79980,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",25.98,1,1,"D",5787000,79980,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",26.53,1,1,"D",13164000,198250,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",28.38,1,1,"D",11370000,117270,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",28.45,1,1,"D",9e+06,117270,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",33.39,1,1,"D",12089000,162030,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",33.51,1,1,"D",13554000,162030,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",33.51,1,1,"D",9e+06,144820,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",33.51,1,1,"D",11819000,85710,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",36.76,1,1,"D",8.4e+07,334660,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",52.5,1,1,"D",24731000,340000,1,2,351,313
"C1109",1957,"상가","부산광역시","임대상가",401.5,1,1,"D",115052000,1042230,1,2,351,313
"C2289",1527,"상가","부산광역시","임대상가",38,1,2,"D",13625000,151380,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",38,1,2,"D",3731000,81130,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.26,1,2,"D",6873000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.41,1,2,"D",55413000,338840,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.41,1,2,"D",10813000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.41,1,2,"D",10220000,84510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.49,1,2,"D",10363000,73650,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.95,1,2,"D",11819000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",37.95,1,2,"D",8707000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",38.04,1,2,"D",6873000,84510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",39.33,1,2,"D",6873000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",39.33,1,2,"D",10813000,84510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",39.33,1,2,"D",10813000,74510,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",54.51,1,2,"D",49854000,302930,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",54.51,1,2,"D",48844000,340790,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",54.51,1,2,"D",32454000,331180,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",54.6,1,2,"D",29551000,450000,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",54.61,1,2,"D",35196000,278590,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",75.98,1,2,"D",115052000,962150,0,3,240,364
"C2289",1527,"상가","부산광역시","임대상가",583.4,1,2,"D",115052000,962150,0,3,240,364
"C2597",1005,"상가","부산광역시","임대상가",15,1,25,"D",3631000,69900,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",19.25,1,25,"D",6873000,74860,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",19.25,1,25,"D",3056000,68450,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",22.89,1,25,"D",51309000,17300,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",23.88,1,25,"D",3731000,69820,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",23.91,1,25,"D",3141000,79980,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",24.38,1,25,"D",13930000,79000,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",24.38,1,25,"D",13930000,71000,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",27.5,1,25,"D",7200000,106000,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",27.5,1,25,"D",4028000,149000,0,2,166,94
"C2597",1005,"상가","부산광역시","임대상가",27.75,1,25,"D",20976000,118320,0,2,166,94
